DATE,COUNTRY,BASE_DEMAND,MARKETING_SPEND,GDP_GROWTH,INFLATION_RATE,SEASONALITY_INDEX,FINAL_DEMAND
2024-Dec-18,GERMANY,80,40451.68,2.67,2.63,1.13,128
2024-Dec-19,GERMANY,80,42531.54,3.29,2.44,1.24,174
2024-Dec-20,GERMANY,80,41750.92,2.25,2.81,1.25,163
2024-Dec-21,GERMANY,80,40159.49,2.15,3.89,1.19,146
2024-Dec-22,GERMANY,80,35705.15,1.97,3.73,1.19,150
2024-Dec-23,GERMANY,80,34382.18,2.49,2.11,1.25,150
2024-Dec-24,GERMANY,80,31356.16,2.93,2.23,1.19,125
2024-Dec-25,GERMANY,80,28174.85,3.87,2.87,1.23,149
2024-Dec-26,GERMANY,80,36892.32,1.6,1.71,1.18,154
2024-Dec-27,GERMANY,80,26560.92,1.35,3.55,1.29,114
2024-Dec-28,GERMANY,80,27669.08,2.79,5.01,1.17,116
2024-Dec-29,GERMANY,80,32798.5,2.26,2.78,1.1,132
2024-Dec-30,GERMANY,80,37285.93,1.96,2.82,1.24,173
2024-Dec-31,GERMANY,80,27833.86,3.01,2.24,1.15,140
2022-Jan-01,INDIA,70,30445.14,2.16,3.82,0.86,71
2022-Jan-02,INDIA,70,26819.94,1.06,4.75,1.03,84
2022-Jan-03,INDIA,70,39400.22,1.94,4.9,1.03,115
2022-Jan-04,INDIA,70,35605.64,2.39,3.79,1.0,90
2022-Jan-05,INDIA,70,29366.85,1.28,4.8,0.93,73
2022-Jan-06,INDIA,70,28198.09,2.47,4.43,0.99,80
2022-Jan-07,INDIA,70,20267.84,3.84,2.26,1.01,83
2022-Jan-08,INDIA,70,25989.4,2.54,2.15,1.01,135
2022-Jan-09,INDIA,70,40566.07,3.19,3.93,0.99,99
2022-Jan-10,INDIA,70,23340.96,3.97,1.52,0.97,79
2022-Jan-11,INDIA,70,34459.51,2.88,4.03,0.98,101
2022-Jan-12,INDIA,70,41731.96,4.02,2.99,1.02,142
2022-Jan-13,INDIA,70,38256.04,1.85,2.93,0.92,90
2022-Jan-14,INDIA,70,22724.87,2.55,3.52,1.04,89
2022-Jan-15,INDIA,70,22606.12,2.36,2.64,0.99,92
2022-Jan-16,INDIA,70,25677.67,2.09,3.9,0.86,70
2022-Jan-17,INDIA,70,29828.84,3.31,2.4,1.0,88
2022-Jan-18,INDIA,70,36163.15,3.39,4.67,0.99,105
2022-Jan-19,INDIA,70,28915.35,1.42,3.75,0.87,68
2022-Jan-20,INDIA,70,33358.87,1.84,1.96,0.97,102
2022-Jan-21,INDIA,70,27931.49,2.03,4.24,0.98,73
2022-Jan-22,INDIA,70,24194.06,3.45,2.85,1.01,87
2022-Jan-23,INDIA,70,29982.41,3.0,3.26,1.02,105
2022-Jan-24,INDIA,70,30796.11,2.03,2.35,0.9,84
2022-Jan-25,INDIA,70,30913.16,1.58,4.48,0.98,104
2022-Jan-26,INDIA,70,22945.59,2.38,2.39,0.87,73
2022-Jan-27,INDIA,70,35758.94,3.24,2.29,1.02,132
2022-Jan-28,INDIA,70,27428.39,1.92,1.78,0.89,92
2022-Jan-29,INDIA,70,31981.49,3.65,2.69,1.0,115
2022-Jan-30,INDIA,70,31556.87,1.75,4.86,1.01,95
2022-Jan-31,INDIA,70,25419.16,3.28,2.49,1.0,101
2022-Feb-01,INDIA,70,35470.88,2.09,3.83,0.85,82
2022-Feb-02,INDIA,70,30970.07,2.91,4.34,1.04,85
2022-Feb-03,INDIA,70,27642.94,2.14,4.22,0.9,90
2022-Feb-04,INDIA,70,26042.45,1.95,1.08,1.01,95
2022-Feb-05,INDIA,70,30399.53,2.73,5.75,1.04,97
2022-Feb-06,INDIA,70,26867.21,2.68,2.08,0.95,70
2022-Feb-07,INDIA,70,25837.82,3.47,2.64,0.92,93
2022-Feb-08,INDIA,70,31540.48,3.25,2.55,0.9,100
2022-Feb-09,INDIA,70,28252.01,2.87,2.64,0.9,91
2022-Feb-10,INDIA,70,30478.13,2.89,3.6,0.93,104
2022-Feb-11,INDIA,70,32057.12,1.77,2.54,1.03,122
2022-Feb-12,INDIA,70,30658.52,3.28,1.7,1.02,101
2022-Feb-13,INDIA,70,37537.33,1.51,2.43,0.99,108
2022-Feb-14,INDIA,70,29117.73,1.82,2.05,0.91,91
2022-Feb-15,INDIA,70,30107.13,3.06,3.99,0.85,103
2022-Feb-16,INDIA,70,26077.18,2.3,3.39,0.93,80
2022-Feb-17,INDIA,70,33798.4,3.84,4.47,1.0,92
2022-Feb-18,INDIA,70,37420.63,3.42,2.46,1.0,105
2022-Feb-19,INDIA,70,25783.0,2.88,3.05,0.86,77
2022-Feb-20,INDIA,70,19205.99,0.92,4.18,1.02,73
2022-Feb-21,INDIA,70,37709.88,3.04,1.48,0.92,104
2022-Feb-22,INDIA,70,29170.99,1.64,1.81,0.93,89
2022-Feb-23,INDIA,70,28206.1,2.34,2.06,0.93,102
2022-Feb-24,INDIA,70,27383.99,4.17,4.45,0.94,96
2022-Feb-25,INDIA,70,24354.14,1.09,3.58,1.01,72
2022-Feb-26,INDIA,70,34705.57,2.56,2.96,0.97,104
2022-Feb-27,INDIA,70,29577.16,3.04,2.58,0.86,81
2022-Feb-28,INDIA,70,38437.56,3.43,2.71,0.87,107
2022-Mar-01,INDIA,70,19803.42,2.59,3.24,0.92,58
2022-Mar-02,INDIA,70,21477.02,3.86,3.63,1.03,81
2022-Mar-03,INDIA,70,22544.62,2.52,5.48,0.99,82
2022-Mar-04,INDIA,70,32339.99,1.79,1.31,1.01,117
2022-Mar-05,INDIA,70,26457.36,2.55,3.78,0.96,86
2022-Mar-06,INDIA,70,32054.4,1.83,0.58,0.86,99
2022-Mar-07,INDIA,70,26329.03,3.18,2.48,0.97,83
2022-Mar-08,INDIA,70,26254.07,1.62,3.67,0.91,81
2022-Mar-09,INDIA,70,38001.83,3.16,3.02,0.88,110
2022-Mar-10,INDIA,70,16696.15,1.68,3.35,0.98,71
2022-Mar-11,INDIA,70,26642.07,1.63,3.07,0.94,82
2022-Mar-12,INDIA,70,29738.24,2.23,2.46,1.05,113
2022-Mar-13,INDIA,70,38056.66,1.78,2.73,0.88,93
2022-Mar-14,INDIA,70,35758.38,1.48,3.45,0.97,96
2022-Mar-15,INDIA,70,27058.85,2.46,4.15,0.87,85
2022-Mar-16,INDIA,70,39385.74,3.13,3.69,0.92,111
2022-Mar-17,INDIA,70,20610.87,2.22,2.93,1.04,88
2022-Mar-18,INDIA,70,13763.06,1.91,2.98,0.94,53
2022-Mar-19,INDIA,70,26037.32,1.62,3.51,0.99,79
2022-Mar-20,INDIA,70,19869.14,3.41,4.63,0.89,62
2022-Mar-21,INDIA,70,35840.02,2.5,3.51,1.03,101
2022-Mar-22,INDIA,70,20124.37,3.03,3.55,0.88,68
2022-Mar-23,INDIA,70,40971.75,1.41,2.63,0.97,99
2022-Mar-24,INDIA,70,30377.46,3.09,4.3,0.86,81
2022-Mar-25,INDIA,70,30471.44,1.86,5.75,1.01,87
2022-Mar-26,INDIA,70,26062.86,2.11,4.4,0.93,83
2022-Mar-27,INDIA,70,37746.31,3.64,3.2,0.88,118
2022-Mar-28,INDIA,70,36833.61,1.53,1.59,0.99,97
2022-Mar-29,INDIA,70,30877.41,2.53,2.83,0.88,93
2022-Mar-30,INDIA,70,34939.49,2.48,5.06,1.01,108
2022-Mar-31,INDIA,70,35996.29,1.58,2.32,0.89,93
2022-Apr-01,INDIA,70,47615.85,3.29,2.66,1.17,168
2022-Apr-02,INDIA,70,29168.59,4.11,2.9,1.27,95
2022-Apr-03,INDIA,70,24611.39,2.55,2.97,1.29,131
2022-Apr-04,INDIA,70,30067.25,2.87,4.05,1.24,92
2022-Apr-05,INDIA,70,27811.26,1.47,4.66,1.28,105
2022-Apr-06,INDIA,70,36162.03,1.58,0.43,1.3,144
2022-Apr-07,INDIA,70,35249.23,1.79,4.56,1.22,129
2022-Apr-08,INDIA,70,29611.14,2.26,2.0,1.22,122
2022-Apr-09,INDIA,70,27292.58,2.28,2.33,1.27,117
2022-Apr-10,INDIA,70,29004.95,2.86,2.59,1.12,105
2022-Apr-11,INDIA,70,22308.89,3.24,4.5,1.1,103
2022-Apr-12,INDIA,70,29751.25,3.18,3.6,1.14,99
2022-Apr-13,INDIA,70,21120.87,2.92,2.26,1.15,96
2022-Apr-14,INDIA,70,21318.7,2.41,4.03,1.16,104
2022-Apr-15,INDIA,70,34618.94,3.76,1.35,1.12,120
2022-Apr-16,INDIA,70,27080.51,1.78,2.68,1.13,102
2022-Apr-17,INDIA,70,19596.53,2.07,0.53,1.15,94
2022-Apr-18,INDIA,70,31046.21,0.9,3.1,1.2,128
2022-Apr-19,INDIA,70,35316.16,1.34,2.19,1.17,126
2022-Apr-20,INDIA,70,28314.78,3.17,2.81,1.17,130
2022-Apr-21,INDIA,70,27478.52,2.59,3.92,1.21,93
2022-Apr-22,INDIA,70,28674.87,2.7,2.58,1.2,105
2022-Apr-23,INDIA,70,32033.58,3.48,2.88,1.26,130
2022-Apr-24,INDIA,70,30009.94,1.85,3.76,1.14,111
2022-Apr-25,INDIA,70,18178.27,-0.16,3.6,1.29,81
2022-Apr-26,INDIA,70,25031.16,2.08,2.95,1.21,98
2022-Apr-27,INDIA,70,30747.54,3.64,3.53,1.27,133
2022-Apr-28,INDIA,70,25612.43,1.73,2.42,1.3,87
2022-Apr-29,INDIA,70,30245.14,1.09,3.51,1.28,140
2022-Apr-30,INDIA,70,31735.83,3.16,3.15,1.13,129
2022-May-01,INDIA,70,25682.01,2.45,2.13,1.18,122
2022-May-02,INDIA,70,24624.32,1.75,3.36,1.15,100
2022-May-03,INDIA,70,34826.47,3.93,2.61,1.27,156
2022-May-04,INDIA,70,32547.51,3.72,3.01,1.13,115
2022-May-05,INDIA,70,36835.77,2.93,4.3,1.11,107
2022-May-06,INDIA,70,35362.57,2.35,3.6,1.26,153
2022-May-07,INDIA,70,28044.61,2.75,1.22,1.21,145
2022-May-08,INDIA,70,32516.05,4.18,1.24,1.26,128
2022-May-09,INDIA,70,44291.89,2.26,1.11,1.2,151
2022-May-10,INDIA,70,27409.49,2.58,4.03,1.16,91
2022-May-11,INDIA,70,27039.85,3.47,2.27,1.17,114
2022-May-12,INDIA,70,20859.35,2.05,3.63,1.28,101
2022-May-13,INDIA,70,31837.73,2.13,3.11,1.15,87
2022-May-14,INDIA,70,27523.68,2.78,3.72,1.19,91
2022-May-15,INDIA,70,25576.52,4.2,3.15,1.19,112
2022-May-16,INDIA,70,36095.14,2.35,3.42,1.22,111
2022-May-17,INDIA,70,31354.03,3.33,3.0,1.25,126
2022-May-18,INDIA,70,25141.44,2.89,3.96,1.18,95
2022-May-19,INDIA,70,37720.75,2.32,2.69,1.26,139
2022-May-20,INDIA,70,33751.37,3.93,3.4,1.13,135
2022-May-21,INDIA,70,29982.89,2.77,2.38,1.19,114
2022-May-22,INDIA,70,21131.32,3.39,3.96,1.22,101
2022-May-23,INDIA,70,33283.5,1.67,3.78,1.29,125
2022-May-24,INDIA,70,37109.91,2.12,2.9,1.28,164
2022-May-25,INDIA,70,36662.68,2.27,2.21,1.23,142
2022-May-26,INDIA,70,24572.45,2.93,4.03,1.25,118
2022-May-27,INDIA,70,32135.71,2.07,2.41,1.3,162
2022-May-28,INDIA,70,23244.29,2.75,3.14,1.29,96
2022-May-29,INDIA,70,37499.38,3.14,3.01,1.27,128
2022-May-30,INDIA,70,32112.07,2.56,5.34,1.2,113
2022-May-31,INDIA,70,28233.3,1.86,2.74,1.16,114
2022-Jun-01,INDIA,70,31121.56,2.82,2.47,1.15,132
2022-Jun-02,INDIA,70,29709.52,4.04,2.93,1.23,118
2022-Jun-03,INDIA,70,16561.25,2.07,3.94,1.13,64
2022-Jun-04,INDIA,70,33867.51,3.68,2.9,1.25,136
2022-Jun-05,INDIA,70,26273.19,1.54,4.67,1.11,86
2022-Jun-06,INDIA,70,29018.2,1.9,3.37,1.23,120
2022-Jun-07,INDIA,70,32010.76,1.28,3.13,1.24,125
2022-Jun-08,INDIA,70,23305.32,1.28,3.56,1.18,106
2022-Jun-09,INDIA,70,21326.34,1.85,2.39,1.27,102
2022-Jun-10,INDIA,70,31452.39,3.14,2.0,1.25,131
2022-Jun-11,INDIA,70,38400.6,2.79,3.52,1.3,135
2022-Jun-12,INDIA,70,31792.53,2.53,2.58,1.29,112
2022-Jun-13,INDIA,70,30374.68,3.66,5.16,1.19,122
2022-Jun-14,INDIA,70,19319.38,1.99,1.14,1.27,96
2022-Jun-15,INDIA,70,21582.43,3.68,4.82,1.18,107
2022-Jun-16,INDIA,70,29662.7,1.71,3.3,1.16,108
2022-Jun-17,INDIA,70,29406.76,3.1,1.77,1.1,103
2022-Jun-18,INDIA,70,28671.91,1.97,3.99,1.28,124
2022-Jun-19,INDIA,70,23753.97,4.13,2.58,1.11,106
2022-Jun-20,INDIA,70,29794.78,3.2,2.94,1.14,105
2022-Jun-21,INDIA,70,40380.7,2.2,3.16,1.23,115
2022-Jun-22,INDIA,70,22530.77,2.81,2.14,1.11,95
2022-Jun-23,INDIA,70,37984.82,2.01,3.21,1.21,127
2022-Jun-24,INDIA,70,30510.43,1.5,4.77,1.16,90
2022-Jun-25,INDIA,70,36655.25,2.73,3.28,1.26,128
2022-Jun-26,INDIA,70,38057.97,2.47,2.72,1.14,139
2022-Jun-27,INDIA,70,31363.88,2.56,3.33,1.14,101
2022-Jun-28,INDIA,70,35580.22,1.77,4.6,1.22,110
2022-Jun-29,INDIA,70,31158.3,3.4,4.16,1.29,109
2022-Jun-30,INDIA,70,31970.33,2.63,2.72,1.21,111
2022-Jul-01,INDIA,70,31466.73,1.32,2.78,0.91,98
2022-Jul-02,INDIA,70,25719.18,1.69,3.2,1.04,106
2022-Jul-03,INDIA,70,29065.15,2.7,2.75,0.91,85
2022-Jul-04,INDIA,70,28872.63,2.52,1.75,0.91,93
2022-Jul-05,INDIA,70,26888.25,4.58,1.87,0.92,96
2022-Jul-06,INDIA,70,36227.83,3.15,3.94,1.02,113
2022-Jul-07,INDIA,70,36408.97,2.48,2.98,0.97,115
2022-Jul-08,INDIA,70,40034.44,2.44,2.61,0.88,107
2022-Jul-09,INDIA,70,36306.73,1.79,3.25,1.01,97
2022-Jul-10,INDIA,70,29609.92,1.59,3.81,1.02,100
2022-Jul-11,INDIA,70,24725.08,2.74,2.2,0.88,78
2022-Jul-12,INDIA,70,33804.46,3.02,3.86,1.0,93
2022-Jul-13,INDIA,70,27797.14,1.83,1.39,0.85,90
2022-Jul-14,INDIA,70,27215.7,2.49,0.79,0.85,78
2022-Jul-15,INDIA,70,27911.36,2.59,1.93,0.88,83
2022-Jul-16,INDIA,70,33722.76,2.57,1.22,0.92,98
2022-Jul-17,INDIA,70,31509.56,3.76,2.16,1.03,103
2022-Jul-18,INDIA,70,32930.4,2.4,6.22,1.04,88
2022-Jul-19,INDIA,70,43268.0,2.4,3.04,0.97,127
2022-Jul-20,INDIA,70,34652.46,1.96,2.12,0.89,109
2022-Jul-21,INDIA,70,26221.05,2.91,2.74,1.02,108
2022-Jul-22,INDIA,70,33109.65,1.62,1.78,0.87,85
2022-Jul-23,INDIA,70,18197.43,1.79,1.24,0.91,57
2022-Jul-24,INDIA,70,29405.25,2.88,3.46,0.95,92
2022-Jul-25,INDIA,70,38394.58,3.34,3.15,1.01,122
2022-Jul-26,INDIA,70,24681.88,2.9,2.35,0.9,78
2022-Jul-27,INDIA,70,31767.41,2.76,2.9,0.91,110
2022-Jul-28,INDIA,70,28824.75,2.52,3.93,1.04,105
2022-Jul-29,INDIA,70,42845.82,3.07,1.83,0.9,110
2022-Jul-30,INDIA,70,34926.64,1.4,3.15,0.99,122
2022-Jul-31,INDIA,70,31232.48,3.29,1.61,0.97,114
2022-Aug-01,INDIA,70,25890.2,2.84,3.18,0.89,74
2022-Aug-02,INDIA,70,18473.92,2.02,4.53,0.88,66
2022-Aug-03,INDIA,70,33519.36,2.19,1.2,0.92,78
2022-Aug-04,INDIA,70,37387.83,1.54,4.02,1.0,105
2022-Aug-05,INDIA,70,22787.98,2.58,2.2,0.86,77
2022-Aug-06,INDIA,70,33118.97,3.0,3.22,1.0,97
2022-Aug-07,INDIA,70,36482.22,3.83,5.1,0.87,90
2022-Aug-08,INDIA,70,31998.01,1.3,3.11,0.85,85
2022-Aug-09,INDIA,70,31483.22,2.81,1.98,1.02,124
2022-Aug-10,INDIA,70,32615.68,2.55,2.09,1.0,111
2022-Aug-11,INDIA,70,37058.41,3.08,2.72,1.04,106
2022-Aug-12,INDIA,70,26328.52,2.59,1.96,1.0,99
2022-Aug-13,INDIA,70,25699.15,1.61,3.35,0.95,91
2022-Aug-14,INDIA,70,16619.22,0.83,4.35,0.89,55
2022-Aug-15,INDIA,70,26357.11,2.76,1.3,0.92,96
2022-Aug-16,INDIA,70,31037.35,1.89,2.96,0.89,104
2022-Aug-17,INDIA,70,35389.83,2.96,2.72,0.95,100
2022-Aug-18,INDIA,70,37267.59,2.78,2.07,1.0,121
2022-Aug-19,INDIA,70,20487.6,3.45,3.71,0.99,82
2022-Aug-20,INDIA,70,26883.65,2.49,2.98,1.03,110
2022-Aug-21,INDIA,70,30343.57,2.65,2.44,0.85,89
2022-Aug-22,INDIA,70,21716.57,1.59,2.15,0.95,75
2022-Aug-23,INDIA,70,30989.58,2.95,3.31,0.87,92
2022-Aug-24,INDIA,70,36685.41,2.1,3.31,0.86,98
2022-Aug-25,INDIA,70,28298.76,1.63,3.88,1.0,96
2022-Aug-26,INDIA,70,32080.7,2.08,3.73,0.88,93
2022-Aug-27,INDIA,70,27755.13,2.06,2.83,0.98,94
2022-Aug-28,INDIA,70,27673.7,2.15,5.48,0.92,78
2022-Aug-29,INDIA,70,31084.44,2.65,2.06,0.87,82
2022-Aug-30,INDIA,70,26690.84,1.61,2.66,1.02,92
2022-Aug-31,INDIA,70,36867.97,2.96,3.81,0.94,101
2022-Sep-01,INDIA,70,41748.79,3.2,3.57,0.87,106
2022-Sep-02,INDIA,70,27609.77,3.23,1.07,0.96,80
2022-Sep-03,INDIA,70,27906.89,2.21,2.23,0.91,95
2022-Sep-04,INDIA,70,38667.29,2.27,1.76,1.0,132
2022-Sep-05,INDIA,70,27256.12,3.4,2.92,0.89,86
2022-Sep-06,INDIA,70,40952.05,1.99,5.35,1.05,93
2022-Sep-07,INDIA,70,31545.49,2.65,3.64,0.87,75
2022-Sep-08,INDIA,70,36112.8,2.51,2.96,0.88,112
2022-Sep-09,INDIA,70,36319.86,2.02,3.14,0.89,115
2022-Sep-10,INDIA,70,29769.82,2.82,3.65,0.98,107
2022-Sep-11,INDIA,70,33078.29,1.79,1.38,1.01,108
2022-Sep-12,INDIA,70,23552.91,2.77,3.42,0.87,64
2022-Sep-13,INDIA,70,31415.19,2.49,2.65,0.86,97
2022-Sep-14,INDIA,70,30418.99,2.86,2.57,0.98,109
2022-Sep-15,INDIA,70,26973.81,2.88,3.72,1.03,97
2022-Sep-16,INDIA,70,20888.86,1.36,3.53,0.9,68
2022-Sep-17,INDIA,70,31455.58,2.53,3.06,1.05,99
2022-Sep-18,INDIA,70,29866.0,3.06,2.24,0.98,90
2022-Sep-19,INDIA,70,32842.39,2.14,2.03,0.85,83
2022-Sep-20,INDIA,70,27836.71,1.64,3.66,0.86,60
2022-Sep-21,INDIA,70,34739.45,3.0,4.94,0.97,96
2022-Sep-22,INDIA,70,30894.19,3.72,2.81,0.87,87
2022-Sep-23,INDIA,70,22072.6,2.09,1.96,1.01,92
2022-Sep-24,INDIA,70,22670.11,1.79,3.99,1.04,79
2022-Sep-25,INDIA,70,35443.41,3.27,3.04,1.04,109
2022-Sep-26,INDIA,70,32349.43,3.5,2.38,0.86,93
2022-Sep-27,INDIA,70,26919.07,3.39,2.9,0.91,97
2022-Sep-28,INDIA,70,12010.76,1.97,2.09,1.02,54
2022-Sep-29,INDIA,70,33162.43,0.91,3.53,0.95,86
2022-Sep-30,INDIA,70,31582.02,4.28,3.09,0.93,103
2022-Oct-01,INDIA,70,18755.67,2.89,2.97,1.11,102
2022-Oct-02,INDIA,70,25286.36,1.55,3.69,1.17,84
2022-Oct-03,INDIA,70,28289.43,2.1,1.24,1.21,112
2022-Oct-04,INDIA,70,26939.25,3.77,3.38,1.11,92
2022-Oct-05,INDIA,70,28938.6,2.86,3.55,1.1,99
2022-Oct-06,INDIA,70,36824.72,2.96,0.62,1.29,124
2022-Oct-07,INDIA,70,27360.88,2.38,0.43,1.3,150
2022-Oct-08,INDIA,70,21959.98,2.78,3.02,1.1,91
2022-Oct-09,INDIA,70,32549.52,3.03,2.77,1.1,134
2022-Oct-10,INDIA,70,40712.03,3.96,3.34,1.22,132
2022-Oct-11,INDIA,70,30527.79,3.09,2.49,1.12,124
2022-Oct-12,INDIA,70,40467.93,2.66,3.43,1.11,107
2022-Oct-13,INDIA,70,27583.99,3.3,2.91,1.19,108
2022-Oct-14,INDIA,70,30534.44,1.94,1.86,1.1,105
2022-Oct-15,INDIA,70,26725.64,2.66,2.15,1.21,111
2022-Oct-16,INDIA,70,37281.32,2.71,0.99,1.16,144
2022-Oct-17,INDIA,70,25181.75,1.56,1.9,1.15,118
2022-Oct-18,INDIA,70,29180.66,0.38,2.64,1.18,121
2022-Oct-19,INDIA,70,40790.49,2.92,3.4,1.16,122
2022-Oct-20,INDIA,70,30502.14,2.02,3.04,1.11,104
2022-Oct-21,INDIA,70,32560.74,2.87,3.28,1.16,111
2022-Oct-22,INDIA,70,32085.09,2.75,2.2,1.2,155
2022-Oct-23,INDIA,70,23844.34,2.72,3.01,1.29,112
2022-Oct-24,INDIA,70,28125.36,2.8,1.78,1.19,138
2022-Oct-25,INDIA,70,36246.65,1.83,2.94,1.12,126
2022-Oct-26,INDIA,70,34678.05,2.59,1.82,1.29,142
2022-Oct-27,INDIA,70,37834.66,2.34,1.87,1.23,152
2022-Oct-28,INDIA,70,28337.99,2.82,3.9,1.27,121
2022-Oct-29,INDIA,70,28994.21,1.33,3.24,1.11,114
2022-Oct-30,INDIA,70,25534.52,1.44,4.12,1.24,92
2022-Oct-31,INDIA,70,26716.69,1.28,3.53,1.26,130
2022-Nov-01,INDIA,70,23038.7,2.58,3.17,1.25,103
2022-Nov-02,INDIA,70,24134.12,1.86,2.93,1.26,118
2022-Nov-03,INDIA,70,35872.24,2.47,3.93,1.11,105
2022-Nov-04,INDIA,70,24683.76,1.93,3.66,1.28,109
2022-Nov-05,INDIA,70,37914.45,2.94,3.65,1.25,123
2022-Nov-06,INDIA,70,39174.61,2.57,3.74,1.1,135
2022-Nov-07,INDIA,70,31018.63,2.75,4.03,1.21,128
2022-Nov-08,INDIA,70,29232.02,2.71,3.58,1.13,100
2022-Nov-09,INDIA,70,29703.43,3.44,3.5,1.15,119
2022-Nov-10,INDIA,70,33544.13,2.7,3.56,1.26,111
2022-Nov-11,INDIA,70,28354.36,2.36,3.23,1.29,117
2022-Nov-12,INDIA,70,32710.2,3.88,4.49,1.18,119
2022-Nov-13,INDIA,70,36085.6,1.52,1.0,1.28,157
2022-Nov-14,INDIA,70,28518.85,1.07,1.99,1.18,93
2022-Nov-15,INDIA,70,37934.53,3.17,3.72,1.24,129
2022-Nov-16,INDIA,70,27295.99,3.66,2.89,1.1,129
2022-Nov-17,INDIA,70,33670.61,2.61,3.87,1.23,147
2022-Nov-18,INDIA,70,28271.82,3.33,1.01,1.11,127
2022-Nov-19,INDIA,70,27250.36,3.24,2.13,1.29,91
2022-Nov-20,INDIA,70,45987.69,2.05,2.71,1.26,181
2022-Nov-21,INDIA,70,31129.21,3.86,3.86,1.26,151
2022-Nov-22,INDIA,70,34959.5,3.56,1.2,1.13,146
2022-Nov-23,INDIA,70,28868.19,3.81,2.49,1.24,122
2022-Nov-24,INDIA,70,35092.83,2.01,3.7,1.13,116
2022-Nov-25,INDIA,70,29184.31,1.96,2.09,1.22,127
2022-Nov-26,INDIA,70,34262.55,0.73,2.27,1.22,110
2022-Nov-27,INDIA,70,27026.04,3.2,2.31,1.24,108
2022-Nov-28,INDIA,70,21930.68,2.2,3.81,1.27,79
2022-Nov-29,INDIA,70,33256.78,3.1,2.69,1.27,165
2022-Nov-30,INDIA,70,35172.35,3.02,1.65,1.17,128
2022-Dec-01,INDIA,70,27835.14,0.38,3.37,1.2,120
2022-Dec-02,INDIA,70,40331.79,2.72,4.04,1.15,147
2022-Dec-03,INDIA,70,27499.71,2.28,3.23,1.24,117
2022-Dec-04,INDIA,70,23832.04,2.53,2.27,1.18,108
2022-Dec-05,INDIA,70,30820.23,2.42,3.75,1.17,113
2022-Dec-06,INDIA,70,14877.37,2.39,3.08,1.26,80
2022-Dec-07,INDIA,70,21028.47,2.37,2.19,1.27,90
2022-Dec-08,INDIA,70,33985.65,2.06,2.51,1.16,123
2022-Dec-09,INDIA,70,22079.65,1.84,2.51,1.2,88
2022-Dec-10,INDIA,70,38499.97,2.3,4.51,1.22,142
2022-Dec-11,INDIA,70,26992.96,3.71,2.27,1.29,159
2022-Dec-12,INDIA,70,48580.17,1.72,2.73,1.24,128
2022-Dec-13,INDIA,70,18572.85,1.6,2.7,1.14,86
2022-Dec-14,INDIA,70,27696.34,2.99,4.22,1.2,109
2022-Dec-15,INDIA,70,33356.45,0.81,2.72,1.27,130
2022-Dec-16,INDIA,70,31357.9,1.36,1.03,1.17,124
2022-Dec-17,INDIA,70,24799.93,2.05,2.34,1.15,93
2022-Dec-18,INDIA,70,21268.27,2.29,2.09,1.23,109
2022-Dec-19,INDIA,70,29043.83,2.87,3.99,1.11,99
2022-Dec-20,INDIA,70,18142.7,3.1,5.59,1.16,79
2022-Dec-21,INDIA,70,35311.43,2.94,3.35,1.13,132
2022-Dec-22,INDIA,70,30923.09,3.18,2.13,1.29,126
2022-Dec-23,INDIA,70,32535.11,2.91,3.38,1.17,93
2022-Dec-24,INDIA,70,32292.79,1.04,1.91,1.12,101
2022-Dec-25,INDIA,70,32257.79,2.85,2.55,1.28,130
2022-Dec-26,INDIA,70,39233.08,3.49,3.32,1.24,155
2022-Dec-27,INDIA,70,33521.21,1.81,2.75,1.12,119
2022-Dec-28,INDIA,70,36519.18,2.86,4.82,1.22,135
2022-Dec-29,INDIA,70,19610.66,4.26,3.86,1.19,99
2022-Dec-30,INDIA,70,17717.0,1.81,4.7,1.3,101
2022-Dec-31,INDIA,70,32059.35,3.55,2.93,1.28,138
2023-Jan-01,INDIA,70,23493.18,2.24,4.03,0.99,82
2023-Jan-02,INDIA,70,24481.83,2.89,2.34,0.87,83
2023-Jan-03,INDIA,70,40508.45,3.22,2.33,1.02,119
2023-Jan-04,INDIA,70,24730.0,3.29,2.56,0.93,100
2023-Jan-05,INDIA,70,27044.07,2.53,1.94,0.98,108
2023-Jan-06,INDIA,70,36276.68,2.38,1.56,0.98,129
2023-Jan-07,INDIA,70,27605.83,2.54,5.42,0.96,88
2023-Jan-08,INDIA,70,24798.1,2.26,3.91,0.93,61
2023-Jan-09,INDIA,70,35690.04,2.35,1.89,0.98,98
2023-Jan-10,INDIA,70,29107.93,2.69,3.4,0.87,75
2023-Jan-11,INDIA,70,30783.25,3.62,3.43,0.88,91
2023-Jan-12,INDIA,70,26638.85,4.37,2.25,0.98,96
2023-Jan-13,INDIA,70,31744.0,3.38,2.97,1.03,110
2023-Jan-14,INDIA,70,29411.49,2.92,2.65,0.86,92
2023-Jan-15,INDIA,70,22804.31,2.02,2.44,0.94,84
2023-Jan-16,INDIA,70,29877.16,-0.33,4.45,1.04,79
2023-Jan-17,INDIA,70,20615.39,2.55,3.24,0.93,74
2023-Jan-18,INDIA,70,25214.96,3.09,1.75,0.91,85
2023-Jan-19,INDIA,70,33725.99,2.65,3.94,0.96,125
2023-Jan-20,INDIA,70,30794.49,2.64,3.53,0.85,79
